action,gbifID,datasetKey,license,occurrenceID,basisOfRecord,dateIdentified,decimalLatitude,decimalLongitude,country,countryCode,eventDate,year,kingdom,family,identifiedBy,institutionCode,collectionCode,catalogNumber,recordedBy,scientificName,typeStatus,recordedByID,identifiedByID,BIONOMIAcreatedBy,BIONOMIAcreatedByURI,BIONOMIAcreated
recorded,1701346463,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W0017238,PRESERVED_SPECIMEN,1904-06-15,,,Italy,IT,1874-08-09,,Plantae,Brassicaceae,Baumgartner 1904-06-15,W,Herbarium W,0017238,"Levier,E. s.n. [1874-08-09]",Alyssum cuneifolium Ten.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",1701348506,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19380001421,PRESERVED_SPECIMEN,,,,Italy,IT,1872-06-09,,Plantae,Brassicaceae,E. Levier,W,Herbarium W,1938-0001421,"Levier,E. s.n. [1872-06-09]",Alyssum bertolonii Desv.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",1701348934,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19610022490,PRESERVED_SPECIMEN,,,,Italy,IT,1872-06-09,,Plantae,Brassicaceae,E. Levier,W,Herbarium W,1961-0022490,"Levier,E. s.n. [1872-06-09]",Alyssum bertolonii Desv.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1701518289,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19290005446,PRESERVED_SPECIMEN,2012-08,,,Italy,IT,1875-09-08,,Plantae,Amaranthaceae,annot. J. Walter (W) 2012-08,W,Herbarium W,1929-0005446,"Levier,E. Plantae Neapolitanae ex Insula Inarime (Ischia) s.n. [1875-09-08]",Eokochia saxicola (Guss.) Freitag & G. Kadereit,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1701524791,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W18880001101,PRESERVED_SPECIMEN,,,,Italy,IT,1887-09-10,,Plantae,Asteraceae,Gottschlich,W,Herbarium W,1888-0001101,"Levier,E. s.n. [1887-09-10] Schultz: Herbarium normale, nov. ser. Cent. 24 2365",Hieracium racemosum subsp. apenninum (Levier) Belli,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1701525227,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19260015114,PRESERVED_SPECIMEN,,,,Italy,IT,1886-09-15,,Plantae,Asteraceae,Gottschlich,W,Herbarium W,1926-0015114,"Levier,E. s.n. [1886-09-15]",Hieracium longiscapum subsp. leopolitanum Zahn,syntype,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1701525243,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19260027170,PRESERVED_SPECIMEN,,,,Italy,IT,1886-09-15,,Plantae,Asteraceae,Gottschlich,W,Herbarium W,1926-0027170,"Levier,E. s.n. [1886-09-15]",Hieracium racemosum subsp. apenninum (Levier) Belli,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1701525314,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19490005604,PRESERVED_SPECIMEN,,,,Italy,IT,1886-09-15,,Plantae,Asteraceae,Gottschlich,W,Herbarium W,1949-0005604,"Levier,E. s.n. [1886-09-15]",Hieracium racemosum subsp. apenninum (Levier) Belli,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",2013094696,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19660007738,PRESERVED_SPECIMEN,,,,Italy,IT,1876-07-15,,Plantae,Cyperaceae,E. Levier,W,Herbarium W,1966-0007738,"Levier,E. Plantae Neapolitanae ex Aprutio 42",Carex macrolepis DC.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",3467853336,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W0087735,PRESERVED_SPECIMEN,,,,Italy,IT,1872-06-11,,Plantae,Caryophyllaceae,E. Levier,W,Herbarium W,0087735,"Levier,E. Herbarium etruscum (E. Levier) s.n. [1872-06-11]",Velezia rigida L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
identified,1849007398,7f5260c2-f762-11e1-a439-00145eb45e9a,CC_BY_4_0,https://w.jacq.org/W19370003642,PRESERVED_SPECIMEN,,11.66667,92.75,India,IN,1898-10,,Plantae,Calymperaceae,E. Levier,W,Herbarium W,1937-0003642,"Man, E. H. Bryotheca (E. Levier) s.n. [1898-10]",Syrrhopodon andamaniae Müll. Hal.,original material,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1135438977,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0066107,PRESERVED_SPECIMEN,,,,Georgia,GE,1890-08-23,,Plantae,Caryophyllaceae,W. Gutermann (WU),WU,Herbarium WU,0066107,"Sommier,S. & Levier,E. 216",Cerastium carinthiacum var. latum Sommier & Levier,isotype,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1135459200,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0075489,PRESERVED_SPECIMEN,2002,42.21583,9.05806,France,FR,1880-07,,Plantae,Lentibulariaceae,J. Casper 2002,WU,Herbarium WU,0075489,"Levier,E. Iter Corsicum 1880 (E. Levier) s.n. [1880-07]",Pinguicula corsica Bernard & Gren.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1142098826,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0075748,PRESERVED_SPECIMEN,1968,42.21583,9.05806,France,FR,1880-07-10,,Plantae,Lentibulariaceae,J. Casper 1968,WU,Herbarium WU,0075748,"Levier,E. Iter Corsicum 1880 (E. Levier) s.n. [1880-07-10]",Pinguicula corsica Bernard & Gren.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1584382164,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0059979,PRESERVED_SPECIMEN,2013-06,,,Georgia,GE,1890-08-27,,Plantae,Caryophyllaceae,A. Moore (MJG) 2013-06,WU,Herbarium WU,0059979,"Sommier,C.P.S. & Levier,E. s.n. [1890-08-27]",Minuartia circassica (Albov) Woronow,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1584383680,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0060043,PRESERVED_SPECIMEN,2016-10,,,Georgia,GE,1890-08-27,,Plantae,Caryophyllaceae,D. Reich (WU) 2016-10,WU,Herbarium WU,0060043,"Sommier,S. & Levier,E. s.n. [1890-08-27] Iter Caucasicum (Asia) 191",Pseudocherleria imbricata (M. Bieb.) Dillenb. & Kadereit,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1584383725,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0059970,PRESERVED_SPECIMEN,2013-06,,,Georgia,GE,1890-06-23,,Plantae,Caryophyllaceae,A. Moore (MJG) 2013-06,WU,Herbarium WU,0059970,"Sommier,S. & Levier,E. s.n. [1890-06-23] Iter Caucasicum (Asia) 190",Pseudocherleria aizoides (Boiss.) Dillenb. & Kadereit,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1830970607,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0038785,PRESERVED_SPECIMEN,2007-04-27,40.71667,13.9,Italy,IT,1875-09-08,,Plantae,Amaranthaceae,H. Rainer (WU) 2007-04-27,WU,Herbarium WU,0038785,"Levier,E. s.n. [1875-09-08]",Bassia saxicola (Guss.) A. J. Scott,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1830980473,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0027865,PRESERVED_SPECIMEN,,42.09389,13.97222,Italy,IT,1874-07-26,,Plantae,Caryophyllaceae,E. Levier,WU,Herbarium WU,0027865,"Levier,E. Plantae Neapolitanae ex Aprutio s.n. [1874-07-26]",Saponaria bellidifolia Sm.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",1831000800,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0072492,PRESERVED_SPECIMEN,,,,Russian Federation,RU,1890-08-31,,Plantae,Saxifragaceae,S. Sommier & E. Levier,WU,Herbarium WU,0072492,"Sommier,S. & Levier,E. 496",Saxifraga scleropoda Sommier & Levier,syntype,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",1831000806,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0072491,PRESERVED_SPECIMEN,,,,Russian Federation,RU,1890-09-02,,Plantae,Saxifragaceae,S. Sommier & E. Levier,WU,Herbarium WU,0072491,"Sommier,S. & Levier,E. Iter Caucasicum (Europa) 494",Saxifraga caucasica Sommier & Levier,syntype,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1831005667,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0040594,PRESERVED_SPECIMEN,,,,Georgia,GE,1890-08-01,,Plantae,Plantaginaceae,M.A. Fischer (WU),WU,Herbarium WU,0040594,"Sommier,C.P.S. & Levier,E. Iter cauc. 1030",Veronica glareosa Sommier & Levier,lectotype,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1848349901,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0068182,PRESERVED_SPECIMEN,1994,,,Georgia,GE,1890-07-08,,Plantae,Fabaceae,S. Zarre (M) 1994,WU,Herbarium WU,0068182,"Sommier,S. & Levier,E. 346",Astragalus fissilis subsp. neglectus Freyn,isotype,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",2013663962,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0105414,PRESERVED_SPECIMEN,,,,Italy,IT,1878-07-29,,Plantae,Caryophyllaceae,E. Levier,WU,Herbarium WU,0105414,"Levier,E. Plantae Neapolitanae ex Aprutio s.n. [1878-07-29]",Dianthus ciliatus Guss.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",2028433833,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0105735,PRESERVED_SPECIMEN,,,,Italy,IT,1872-07-08,,Plantae,Geraniaceae,E. Levier,WU,Herbarium WU,0105735,"Levier,E. Plantae Neapolitanae s.n. [1872-07-08]",Geranium reflexum L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2028433884,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0105635,PRESERVED_SPECIMEN,2025-09-23,,,Italy,IT,1876-08-09,,Plantae,Linaceae,Ö. Yilmaz 2025-09-23,WU,Herbarium WU,0105635,"Levier,E. Plantae Neapolitanae ex Aprutio s.n. [1876-08-09]",Linum dolomiticum Borbás,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2028436513,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0105803,PRESERVED_SPECIMEN,,,,Italy,IT,1874-08-09,,Plantae,Saxifragaceae,H. G. A. Engler & B. Irmscher,WU,Herbarium WU,0105803,"Levier,E. Plantae Neapolitanae ex Aprutio s.n. [1874-08-09]",Saxifraga glabella Bertol.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",2028436515,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0105782,PRESERVED_SPECIMEN,,,,Italy,IT,1874-08-05,,Plantae,Saxifragaceae,E. Levier,WU,Herbarium WU,0105782,"Levier,E. Plantae Neapolitanae ex Aprutio s.n. [1874-08-05]",Saxifraga glabella Bertol.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",2234879755,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0106013,PRESERVED_SPECIMEN,,,,Italy,IT,1874-07-27,,Plantae,Cyperaceae,E. Levier,WU,Herbarium WU,0106013,"Levier,E. Plantae Neapolitanae s.n. [1874-07-27]",Carex macrolepis DC.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,5004368500,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0074309,PRESERVED_SPECIMEN,2014,,,Italy,IT,1865-05-14,,Plantae,Ranunculaceae,P. Englmaier 2014,WU,Herbarium WU,0074309,"Levier,E. s.n. [1865-05-14]",Ranunculus trichophyllus Chaix,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
"recorded,identified",2028433727,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0105558,PRESERVED_SPECIMEN,,,,Italy,IT,1876-06-27,,Plantae,Brassicaceae,E. Levier,WU,Herbarium WU,0105558,"Levier,Emile s.n. [1876-06-27]",Cardamine chelidonia L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
identified,2234879727,0afba960-be3b-4202-a7de-736ae05aec9e,CC_BY_4_0,https://wu.jacq.org/WU0106026,PRESERVED_SPECIMEN,,,,Italy,IT,1874-08-09,,Plantae,Campanulaceae,E. Levier,WU,Herbarium WU,0106026,unclear Plantae Neapolitanae s.n. [1874-08-09],Campanula foliosa Ten.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1805425620,963f12d0-f762-11e1-a439-00145eb45e9a,CC0_1_0,urn:uuid:0865d002-1840-48ba-96e0-1baa9cee151f,PRESERVED_SPECIMEN,,20.770239,-156.268158,USA,US,,,Plantae,Radulaceae,,YPM,YU,YU.242313,David Dwight Baldwin; E. Levier,Radula cordata,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575440744,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a266029c-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,43.731944,11.557777,Italy,IT,1875-05-28 00:00:00,1875,Plantae,Brassicaceae,,UZH:Z,Z,Z-000162149,Emilio Levier,Murbeckiella zanonii (Ball) Rothm.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575440910,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a265e754-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,43.731944444444444,11.557777777777778,Italy,IT,1872-05-28 00:00:00,1872,Plantae,Brassicaceae,,UZH:Z,Z,Z-000162136,Emilio Levier,Murbeckiella zanonii (Ball) Rothm.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575442405,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a265eee6-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,44.140277777777776,10.672777777777776,Italy,IT,1875-06-01 00:00:00,1875,Plantae,Brassicaceae,,UZH:Z,Z,Z-000162141,Emilio Levier,Murbeckiella zanonii (Ball) Rothm.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575447297,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a288f6be-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,43.783333,11.25,Italy,IT,1878-06-01 00:00:00,1878,Plantae,Brassicaceae,,UZH:Z,Z,Z-000107595,Emilio Levier,Odontarrhena muralis (Waldst. & Kit.) Endl.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575268977,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,9d4fbf36-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,46.51222222222222,10.385,Italy,IT,1870-07-16 00:00:00,1870,Plantae,Asteraceae,,ETHZ,ZT,ZT-00013458,Emilio Levier,Leontopodium alpinum Cass.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575426769,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a213049c-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,43.783333,11.25,Italy,IT,1877-01-01 00:00:00,1877,Plantae,Brassicaceae,,ETHZ,ZT,ZT-00153551,Emilio Levier,Ionopsidium acaule (Desf.) DC. ex Rchb.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575445595,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a285cef2-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,43.916944,11.081944,Italy,IT,1869-05-23 00:00:00,1869,Plantae,Brassicaceae,,ETHZ,ZT,ZT-00082182,Emilio Levier,Odontarrhena bertolonii (Desv.) L.Cecchi & Selvi,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2575445853,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,a285b88b-4b0b-11e9-b8e8-005056be20a7,PRESERVED_SPECIMEN,,43.91694444444444,11.081944444444444,Italy,IT,1869-05-23 00:00:00,1869,Plantae,Brassicaceae,,ETHZ,ZT,ZT-00082173,Emilio Levier,Odontarrhena bertolonii (Desv.) L.Cecchi & Selvi,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,3383283535,064508e2-255e-4d82-9f13-05d73476cc03,CC_BY_4_0,5c0bf684-af35-11eb-9900-005056be20a7,PRESERVED_SPECIMEN,,47.01027777777778,6.9863888888888885,Switzerland,CH,1868-08-15 00:00:00,1868,Plantae,Ranunculaceae,,ETHZ,ZT,ZT-00244751,Emilio Levier,Ranunculus reptans L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1455419893,8f1960d0-6d5f-11df-8b7f-b8a03c50a862,CC_BY_4_0,FUNDP:NAM:020392,PRESERVED_SPECIMEN,,,,Italie,IT,1973-12-06,1973,Plantae,Cistaceae,,UNamur,NAM,20392,Levier E.,Cistus incanus L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,1455429693,8f1960d0-6d5f-11df-8b7f-b8a03c50a862,CC_BY_4_0,FUNDP:NAM:033333,PRESERVED_SPECIMEN,,,,Italie,IT,1973-01-04,1973,Plantae,Ranunculaceae,,UNamur,NAM,33333,Levier E.,Ranunculus velutinus Tenor.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2512966353,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.103562,PRESERVED_SPECIMEN,,,,Italy,IT,1886-05-26,,Plantae,Rosaceae,,,Botany,AMD.103562,Levier E,Potentilla hirta L. var. prostrata,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2512973910,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.110936,PRESERVED_SPECIMEN,,,,Italy,IT,1886-04-07,,Plantae,Plantaginaceae,,,Botany,AMD.110936,Levier E,Veronica cymbalaria Bodard,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2512974470,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.112165,PRESERVED_SPECIMEN,,,,Italy,IT,1882-05-14,,Plantae,Plantaginaceae,,,Botany,AMD.112165,Levier E,Linaria chalepensis (L.) Mill.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2512980347,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.117937,PRESERVED_SPECIMEN,,,,Italy,IT,1886-04-01/1886-04-30,,Plantae,Orobanchaceae,,,Botany,AMD.117937,Levier E,Euphrasia frigida Pugsley,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2512983691,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.122109,PRESERVED_SPECIMEN,,,,Italy,IT,1888-05-22,,Plantae,Poaceae,,,Botany,AMD.122109,Levier E,Airopsis tenella (Cav.) Asch. & Graebn.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513002037,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.22598,PRESERVED_SPECIMEN,,,,Unknown,ZZ,1886-05-13,,Plantae,Amaryllidaceae,,,Botany,AMD.22598,Levier E,Allium roseum L. subsp. bulbiferum,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513002703,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.22300,PRESERVED_SPECIMEN,,,,Italy,IT,1880-04-01/1880-04-30,,Plantae,Amaryllidaceae,,,Botany,AMD.22300,Levier E,Narcissus biflorus Curtis,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513006096,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.28603,PRESERVED_SPECIMEN,,,,Italy,IT,1887-09-07,,Plantae,Asteraceae,,,Botany,AMD.28603,Levier E,Hieracium italicum Fr.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513015013,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.35323,PRESERVED_SPECIMEN,,,,Italy,IT,1887-09-07,,Plantae,Asteraceae,,,Botany,AMD.35323,Levier E,Hieracium ageratoides,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513021325,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.42030,PRESERVED_SPECIMEN,,,,Italy,IT,1886-03-02,,Plantae,Boraginaceae,,,Botany,AMD.42030,Levier E,Pulmonaria saccharata Mill.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513026543,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.47128,PRESERVED_SPECIMEN,,,,Italy,IT,1886-04-12,,Plantae,Asteraceae,,,Botany,AMD.47128,Levier E,Sonchus tenerrimus L.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513028799,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.49284,PRESERVED_SPECIMEN,,,,Italy,IT,1857-07-17,,Plantae,Brassicaceae,,,Botany,AMD.49284,Levier E,Sisymbrium zanonii (Ball) J.Gay,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513032752,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.51821,PRESERVED_SPECIMEN,,,,Italy,IT,1887-06-12,,Plantae,Caryophyllaceae,,,Botany,AMD.51821,Levier E,Silene colorata Poir.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513034343,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.55653,PRESERVED_SPECIMEN,,,,Italy,IT,1886-04-17,,Plantae,Caryophyllaceae,,,Botany,AMD.55653,Levier E,Cerastium hirsutum Muhl.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513040548,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.62316,PRESERVED_SPECIMEN,,,,Italy,IT,1886-05-06,,Plantae,Fabaceae,,,Botany,AMD.62316,Levier E,Medicago rigidula (L.) All.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513040700,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.63453,PRESERVED_SPECIMEN,,,,Italy,IT,1886-05-13,,Plantae,Fabaceae,,,Botany,AMD.63453,Levier E,Medicago aculeata Willd.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
recorded,2513040997,15f819bd-6612-4447-854b-14d12ee1022d,CC0_1_0,https://data.biodiversitydata.nl/naturalis/specimen/AMD.63682,PRESERVED_SPECIMEN,,,,Italy,IT,1886-05-06,,Plantae,Fabaceae,,,Botany,AMD.63682,Levier E,Securigera securidaca (L.) Dalla Torre & Sarnth.,,,,Joaquim Santos,https://orcid.org/0000-0002-2160-4968,2023-10-13 09:34:26 UTC
